0.39068 3.089843
0.4625964 2.086939
0.3911482 1.894553
0.7319058 0.835764
0.5294202 1.670547
0.5774839 2.281545
0.8144273 1.337742
0.6748101 1.667742
0.7937359 2.872532
0.6258614 1.019256
0.6015082 0.9577443
0.6846457 1.502856
0.5497085 0.5614098
0.7886657 0.5815488
0.8546991 1.367151
0.6892211 1.401353
0.6564493 1.239907
0.7990982 1.48175
0.5266722 1.168408
0.5753662 1.41349
0.6187038 0.8183472
0.7651269 0.6197326
0.781152 0.5825985
0.8454002 0.7673326
0.7298082 0.8738088
0.5869581 0.9789557
0.7576166 1.641006
0.663069 0.6400511
0.724029 0.8331553
0.6729087 0.61694
0.7813623 0.9690824
0.718278 1.22943
0.8091629 0.7983067
0.7958375 0.6273584
0.744842 1.172098
0.8199786 0.613673
0.8191024 1.114381
0.827006 1.16306
0.7246122 0.7417201
0.8250556 2.025713
0.7908405 1.803939
0.6410721 0.6865909
0.5664387 1.165877
0.7147517 0.7721041
0.6728834 1.132644
0.7635016 0.8793447
0.7957261 1.381963
0.7395729 0.6168232
0.5946876 1.341541
0.6172638 1.178631
0.7151401 0.9296285
0.7672637 1.472305
0.8051793 1.189036
0.616465 0.8325102
0.67112 0.9265713
0.8400482 0.659957
0.7085229 0.7298339
0.6682183 0.8802537
0.5701568 1.61864
0.6186062 1.204751
0.4551728 0.8955655
0.6269808 0.9482986
0.6507196 1.401039
0.7344488 0.7878339
0.5975331 0.6496454
0.5940673 0.7588951
0.7603088 0.9397438
0.6542292 0.7781444
0.7155965 1.628487
0.8178266 0.7421821
0.8059436 1.549164
0.8114205 1.626682
0.8022072 1.226518
0.7738152 1.02063
0.6662038 0.9798567
0.8025057 1.4499
0.7838472 1.021129
0.7638514 0.8605286
0.8161465 0.9614825
0.7031702 1.413555
0.6395345 1.116693
0.737203 1.053567
0.7861048 0.9891702
0.8013336 0.5723276
0.8603945 1.380032
0.7946639 0.7860172
0.7504092 0.6396595
0.860061 1.261147
0.7494736 1.048561
